"doc_id","PublicDescription","topic_response","Domain","Level_1","Level_2","combined_features","Primary_Sector","Secondary_Sector"
21,"Our planet is drowning in waste. Globally, around a third of all food produced is lost or wasted, which contributes between 8 and 10 per cent of total greenhouse gas emissions. In fact, if food waste were a country, it would have the third-biggest carbon footprint after the USA and China (UN's Food and Agriculture Organisation, 2019). ,This topic is now gathering attention as the UN is aiming to halve food waste per capita, by 2030 as part of their twelfth sustainable development goal. The UK Government has also committed to halving the UK's per capita food waste by 2030.,,The solution/product system is called Nourish. This project will develop a product system to reduce household waste. This extremely ambitious idea will offer a positive impact on our planet as every system that is sold is saving food from being wasted and potentially entering landfill and emitting dangerous greenhouse gases."," Domain: Sustainability and Environmental Preservation Level 1: Reducing Food Waste Level 2: Household Waste Reduction with Nourish Product System","Sustainability and Environmental Preservation","Reducing Food Waste","Household Waste Reduction with Nourish Product System","Sustainability and Environmental Preservation Reducing Food Waste Household Waste Reduction with Nourish Product System",NA,NA
582,"This is a proposal for a new software tool, Cobalt Grant Manager, to utilise machine learning to help understand economic exploitation data to better inform investment decisions and to help improve the accuracy of expenditure claims forecasting to schedule projects more effectively. Innovate UK will play an integral role in the forthcoming UK National Innovation Plan having responsibility to de-risk, enable and support innovation within the UK. To meet this responsibility, a key objective for Innovate UK is to maximise the benefit of innovation for the UK economy into the next decade. This requires Innovate UK to undertsand the economic impact of their funding and to control their budget well so as to avoid missed opportunities. Having invested around £1.8 billion in innovation since 2007, Innovate UK has a need to understand the economic impact of their investments to ensure the quality of future investments. Ten years' worth of investments means that data is available to analyse not only short-term effects of funding, but also mid- and longer-term impacts, such as company growth indicators. Application of machine learning to this data will provide insights into economic exploitation and help inform future decisions. Innovate UK is tasked with not over-spending, but also not under-spending by more than 1%, against allocated core budget, which leaves little margin for error in the spend targets and budget control. However, grant recipient expenditure claim forecasts are not typically accurate to within the 1% variance, but rather around 10%. A 10% underspend across numerous projects results in substantial missed opportunities. For example a 10% error across the core budget of £550 million would be £55.0 million, an amount that could have funded additional innovation projects. With no expected improvement in current forecasts, this problem needs an innovative solution to help tackle it. Using our data platform, Analytics Engines XDP™, we will bring together data and systems from across Innovate UK, third parties and open data, creating a single view of all the information available. Then using inbuilt advanced analytics capabilities, we will apply machine learning and predictive models to aid in tackling these problems. The purpose of the project is to develop a tool that will automatically provide Innovate UK with real-time monitoring information about their investments and costs. We will also build predictive models based on recipient forecasts, historical data, business/organisation data and other data to predict actual costs and economic impact of investments. This will allow Innovate UK to make more informed investment decisions and to take action to minimise underspend. The tool will be based on proven machine learning techniques using large volumes of data to identify patterns and categorise events from disparate data sets, becoming more accurate and efficient as the models are trained and the data available increases."," Domain: Government Funded Investments Level 1: Maximizing Economic Impact Level 2: Utilizing Machine Learning to Improve Investment Decisions and Control Budgets. ","Government Funded Investments","Maximizing Economic Impact","Utilizing Machine Learning to Improve Investment Decisions and Control Budgets. ","Government Funded Investments Maximizing Economic Impact Utilizing Machine Learning to Improve Investment Decisions and Control Budgets.","Technology","Finance/Research and Development"
69,"RevoNA is an emerging spin-out from the University of Portsmouth (UoP) that aims to revolutionise the discovery of new drugs targeting ribonucleic acids (RNAs). It has been known for some time that RNA is the key mechanism by which information in DNA (the blueprint of life) is used to create proteins (the building blocks of life), but the full importance of RNA in regulating the biological processes of life has only recently been revealed. Over 100,000 RNAs have now been identified in the body and it is recognised that targeting RNAs with drugs has the potential to treat both viral and bacterial infections, as well as offering new hope across a rapidly increasing range of diseases, including cancer, cardiac dysfunction, diabetes and neurodegenerative disorders. While RNA drugs are undoubtedly at the leading edge of pharmaceutical innovation, whether they ultimately play a key role in reducing the global burden of disease is dependent on increasing the pace and breadth of RNA research and development. This will only be achieved if the significant limitations to screening RNA target/drug interactions can be addressed, as existing methods are either slow, costly and labour intensive, or fast, but provide minimal information. ,RevoNA has demonstrated and patented a technology which enables the fast, effective and low-cost screening of RNA target-drug interactions. This project focuses on exploiting our proven technology to launch a company delivering RNA screening service partnerships to RNA therapeutic research and development (R&D) organisations. This project will deliver quality assurance technical data packs and case studies which are important precursors to business development, further investment and sustainable commercial success as they will demonstrate the superiority and benefits of our technology over the limited existing approaches.,,Our research was ahead of its time, but our market engagement shows the rapidly growing RNA drug sector would hugely benefit from our technology now. Public investment will enable the UK to be at the forefront of a new market in RNA screening partnerships which will capitalise on the rapidly expanding field of RNA drug development. This is particularly topical as COVID-19 has prompted public interest in RNA more generally. With the weight of RNA drug development currently occurring in the US, RevoNA offers a step-change in capability and potential for the UK to access this market and by unlocking UK RNA drug development, provide an opportunity to increase the UK's role in addressing the global burden of disease."," Domain: Pharmaceutical Industry Level 1: RNA Drug Development Level 2: Rapid and Affordable RNA Target-Drug Interaction Screening","Pharmaceutical Industry","RNA Drug Development","Rapid and Affordable RNA Target-Drug Interaction Screening","Pharmaceutical Industry RNA Drug Development Rapid and Affordable RNA Target-Drug Interaction Screening","Research and Development","Pharmaceutical Industry"
435,"The in-pond harsh environment closed loop variable buoyancy lifting device relies on the Archimedes principle. Archimedes principle states that a body partially or completely immersed in a fluid is buoyed up by a force equal to the weight of the fluid displaced by the body. By changing the volume of displaced fluid, the device creates a variable lifting force. The novel application is to use a closed loop in which the inflation air is stored under pressure in a receiver. This compressed air inflates the variable displacement to provide lift. To submerge the air is transferred back into the receiver via a compressor and a series of control valves. The small observation class ROV systems currently being operated on the Sellafield site will be able to manoeuvre the suspended load. This can be most clearly demonstrated how historically during the era of canal transportation a horse could easily pull a fully laden 100 ton barge along a canal.","Domain: Marine Technology Level 1: Underwater Vehicles Level 2: Novel Closed-loop Lifting Devices Domain: Marine Technology Level 1: Underwater Vehicles Level 2: Novel Closed-loop Lifting Devices","Marine Technology","Underwater Vehicles","Novel Closed-loop Lifting Devices Domain: Marine Technology Level 1: Underwater Vehicles Level 2: Novel Closed-loop Lifting Devices","Marine Technology Underwater Vehicles Novel Closed-loop Lifting Devices Domain: Marine Technology Level 1: Underwater Vehicles Level 2: Novel Closed-loop Lifting Devices","Transport","Water Transportation"
435,"Biocatalysts Ltd. will undertake a project to develop a novel enzyme for production of high value speciality yeast extracts.  These speciality yeast extracts are valued for their natural taste intensification properties, ability to mask undesirable bitter notes, creation of umami flavours and their use in reduced salt content food recipes."," Domain: Biotechnology Level 1: Enzyme Development Level 2: Speciality Yeast Extracts","Biotechnology","Enzyme Development","Speciality Yeast Extracts","Biotechnology Enzyme Development Speciality Yeast Extracts","Agriculture","Food Science/Food Technology"
380,"Phytoceutical and Regenall have formed a partnership to exploit their IP (Patent and Patent applications) and clinical trial applications (CTA) in the health and medical sectors. Core to both companies IP and CTAs is vitamin A including the form retinol (where molecular size allows skin penetration) used in skin and tissue regenerative medicine. However, retinol is reactive and unstable but Phytoceutical have, including studies with the University of Surrey and NPL, demonstrated their nano-micellar delivery platform successfully stabilises and delivers retinol into skin and tissue. ,Retinol is supplied by a small number of reputable global suppliers however nano technology requires a high purity grade only available from laboratory suppliers at high prices or at lower cost and quality. There is no Pharma grade readily available at a cost effective price in the form required as an active pharmaceutical ingredient (API).,,Conversations have taken place with the Sri Lankan High Commission with offers to support a compact modern Pharmaceutical manufacturing plant, initially for retinol API synthesis, in a Sri Lanka Free Trade Zone. This project main focus is to build international research and innovation partnerships and networks for the technical, regulatory and commercial feasibility to set up such a facility.,,Key objectives include researching freedom to operate i.e. existing IP/patents to guide inventive synthesis approach.,,Technical: Research the feasibility with local Universities of novel retinol synthesis from local produce for a new Pharma grade.,,Regulatory: Research and conduct due diligence with the Sri Lanka medical regulator NMRA and UK regulator MHRA for facility Pharma GMP approval in Sri Lanka for API to be used in UK Pharma product manufacture for UK and EU markets with future steps to manufacture these for local and Asian markets in Sri Lanka,,Commercial: Due diligence to be conducted and meeting with potential local interested parties including State Pharmaceutical Corporation and Board of Investment. Sri Lanka needs new high tech industries and support is willing but requires interaction on the ground.,,High-tech compact facility for synthesising retinol as an API for UK manufacture and export is innovative, extending facility in future to produce nano-micellar IP protected products to Pharma GMP for Sri Lankan and Asian markets brings innovative manufacturing to the local country supporting hi value jobs and exports. Benefits accrue back to the UK supporting product manufacture in UK for global EU and USA markets, creating jobs and tax revenue in the UK."," Domain: Health and Medicine Level 1: Developing a Pharmaceutical Manufacturing Plant in Sri Lanka Level 2: Synthesising Retinol as an Active Pharmaceutical Ingredient (API) for Skin and Tissue Regenerative Medicine ","Health and Medicine","Developing a Pharmaceutical Manufacturing Plant in Sri Lanka","Synthesising Retinol as an Active Pharmaceutical Ingredient (API) for Skin and Tissue Regenerative Medicine ","Health and Medicine Developing a Pharmaceutical Manufacturing Plant in Sri Lanka Synthesising Retinol as an Active Pharmaceutical Ingredient (API) for Skin and Tissue Regenerative Medicine","Pharmaceuticals","Medical Research/Innovation partnerships"
587,"This project aims to develop coherent Metal Organic Framework (MOF) based coatings for heat exchangers to be used in adsorption heat pumps. Adsorption heat pumps will allow industry to recover valuable waste heat that is currently discharged to the environment. Savings of up to £300m per year and a reduction in CO2 emissions of 2.2 million tons per year could be achieved by implementing this technology in the UK alone. MOF Technologies is a world leader in the production of MOFs and through this project aims to demonstrate that it can produce viable MOF based coatings for use in these heat pumps. Thus allowing the company to be at the forefront of an industry worth hundreds of millions of pounds over the next decade."," Domain: Energy Efficiency Level 1: Coatings for Heat Exchangers Level 2: Metal Organic Framework (MOF) based coatings for Adsorption Heat Pumps","Energy Efficiency","Coatings for Heat Exchangers","Metal Organic Framework (MOF) based coatings for Adsorption Heat Pumps","Energy Efficiency Coatings for Heat Exchangers Metal Organic Framework (MOF) based coatings for Adsorption Heat Pumps","Manufacturing","Energy/Energy Efficiency"
653,"\It is important that we find out how much stress the leaves and petiole can withstand before they degrade or are detached from the petiole."," Domain: Plant Physiology Level 1: Stress Tolerance in Plants Level 2: Effects of Mechanical Stress on Leaf and Petiole Strength","Plant Physiology","Stress Tolerance in Plants","Effects of Mechanical Stress on Leaf and Petiole Strength","Plant Physiology Stress Tolerance in Plants Effects of Mechanical Stress on Leaf and Petiole Strength","Agriculture","Botany/Plant Biomechanics"
405,"Aquark Technologies is a cutting-edge start-up in quantum technologies that will radically enhance our ability to sense, measure and compute on a mass-market scale. We have created a game-changing system to capture, manipulate, and exploit the quantum characteristics of atoms by way of a low-cost, low-power module based on ultra-cold atoms. Using cold atoms as a basis for position, navigation and timing enables both a step change in performance and autonomy when compared with existing state of the art. However, the required components of cold-atom traps to-date have rendered them too complex, large and power-intensive for meaningful real-world use, and therefore limited in their application. ,Aquark has successfully overcome this major limitation by miniaturising our cold-atom engine. This miniaturisation offers us the opportunity to be first-to-market with portable, scalable quantum devices for use across sectors. Ultimately, we aim to enable mass-scale implementation of highly precise sensors and clocks, GPS-independent inertial navigation, and quantum computing, delivering against UK government priorities and urgent international need for non-GNSS alternatives as well as augmenting existing systems for increase in performance and reliability.,,Our first product and vital demonstrator for our cold-atom engine is a quantum clock, the AQlock, which will enable us to commercialise and expand rapidly into new verticals. During a previous Innovate UK-funded project, we successfully proved feasibility of this technology, including technical demonstration of an open-loop clock signal.,,This project now aims to transition the AQlock to commercial readiness, including extensive lab and live-environment testing. As part of the project, we will confirm and stress-test two supply chains (bespoke UK-based and commercial off-the-shelf, including international suppliers) to finalise a single, robust supply chain that can successfully scale manufacture of the AQlock ready for wide deployment. At all stages we will prioritise UK manufacturers and suppliers, falling back on international alternatives only when we are unable to secure necessary resources or expertise within the UK due complexity of the cold-atom engine and the AQlock.,,The AQlock is designed to integrate into existing systems as an accompaniment or augmentation to GNSS-enabled technology. Initial target sectors include telecoms, defence, finance and aviation, with committed end-users informing the scope of technical development. Delivery of the AQlock will open up quantum-enabled systems for global PNT, and simultaneously establish an underpinning UK-prioritised supply chain for quantum sensing vectors, providing the opportunity for wholesale transition away from GNSS dependency and replacing vulnerable systems with UK-grown quantum technology"," Domain: Quantum Technologies Level 1: Commercialization of Quantum Clocks Level 2: Miniaturization and Testing of Cold-Atom Engine","Quantum Technologies","Commercialization of Quantum Clocks","Miniaturization and Testing of Cold-Atom Engine","Quantum Technologies Commercialization of Quantum Clocks Miniaturization and Testing of Cold-Atom Engine",NA,NA
263,"Unipart Logistics have a cross-sector, nationwide presence in the UK with a portfolio of global blue chip brands it provides logistics and supply chain services for. ,'Made in the UK' will conduct a feasibility study and form a proposal to prove the value and benefits of bringing key elements of industries' supply chains back to the UK. Reviewing the concept of 'reshoring' through an innovative lens, as well as identifying further gaps for innovation, it will consider the key components needed for this to make compelling business sense in greater volumes in light of the pandemic.,,The benefits of increased reshoring activity in the UK are expected to be, but not limited to:,,* Increased investment and employment in the UK,* Reduce CO2 emissions and impact on the environment from supply chains,* Provide more secure and resilient supply chains across the UK,* Improve the capacity for the UK to become more self-sustainable in a post Covid-19 world,,The project will focus on the following in parallel:,,* Industry wide review of the impact of Covid-19 on supply chains, specifically the differences felt by those supply chains that heavily rely on either 'off' or 'on' shore activity to successfully maintain them,* A study to define which types of components and production processes can be brought back effectively to the UK in greater volumes,* A study on the latest innovations in manufacturing processes, including additive manufacturing and how these could support the 'Made in the UK' vision, specifically within consumer electronics and automotive component manufacture,* Design a solution and compile a proposal, (based on two UK major businesses that currently rely on offshoring to maintain their supply chains) that will meet the needs to effectively reshore some of this activity,* Produce a final report defining best practices and impact of reshoring more supply chain activity for UK businesses, including but not limited to, a cost/benefit evaluation."," Domain: Supply Chain Management Level 1: Reshoring Level 2: Impact on UK Businesses and Environment ","Supply Chain Management","Reshoring","Impact on UK Businesses and Environment ","Supply Chain Management Reshoring Impact on UK Businesses and Environment","Logistics and Supply Chain Services","Manufacturing/Environmental Science"
589,"This project demonstrates pre-clinical proof of “Active Virosome Vaccines” for prevention of Chikungunya, Zika and Ebola virus infections. It will not only produce new, inherently safe, low cost and easy to produce vaccine agents for prevention of these infections and so suitable for responding quickly to outbreaks of these and other viral diseases, including in the countries where they are endemic. The project uses the \Active Virosome\"" technology platform"," Domain: Medicine and Public Health Level 1: Development of Active Virosome Vaccines for Prevention of Viral Infections Level 2: Pre-clinical Proof and Potential Impact on Endemic Countries","Medicine and Public Health","Development of Active Virosome Vaccines for Prevention of Viral Infections","Pre-clinical Proof and Potential Impact on Endemic Countries","Medicine and Public Health Development of Active Virosome Vaccines for Prevention of Viral Infections Pre-clinical Proof and Potential Impact on Endemic Countries","Healthcare","Biotechnology/Pharmaceuticals"
631,"There are millions of corneal trauma cases globally each year. Without effective treatment, ocular surface trauma can progress to long term complication and corneal blindness. Amniotic membrane has been used in ophthalmic surgery to treat disease and damage to the surface of the eye. Unfortunately clinical usage of amnion has been severely limited as it is not readily available on demand at the hospital, especially in the treatment of an emergency eye injury case. NuVision has noted this restriction and devised OmnigenTM, an immediately accessible, dry amnion-derived product that will have a much greater utility and uptake, making amnion a realistic proposition for adoption by ophthalmic surgeons into emergency medicine"," Domain: Ophthalmology Level 1: Treatment for Ocular Surface Trauma Level 2: Use of Amnion-Derived Products in Emergency Eye Injury Cases","Ophthalmology","Treatment for Ocular Surface Trauma","Use of Amnion-Derived Products in Emergency Eye Injury Cases","Ophthalmology Treatment for Ocular Surface Trauma Use of Amnion-Derived Products in Emergency Eye Injury Cases",NA,NA
31,"To embed expertise and understanding of the properties and chemistry of gelatin, a critical raw material and component of our medical devices, to allow design and implementation of efficient, optimised product manufacturing processes, enabling future exploitation of new clinical opportunities."," Domain: Biomedical Engineering Level 1: Materials Science and Engineering Level 2: Gelatin Properties and Chemistry in Medical Device Manufacturing ","Biomedical Engineering","Materials Science and Engineering","Gelatin Properties and Chemistry in Medical Device Manufacturing ","Biomedical Engineering Materials Science and Engineering Gelatin Properties and Chemistry in Medical Device Manufacturing","Medical devices","Chemicals/Manufacturing"
411,"Two major challenges facing anyone who wishes to (re)decorate an environment are: “What will my room look like after I have finished redecorating”, and “How will the choice of this,product for this surface impact on the choice for another surface?”. This 12 month Proof of,Concept project will develop and fully validate a novel augmented reality system to actively,engage users in the design, build and refurbishment of tiled environments. Unlike traditional,imaging techniques, High Dynamic Range (HDR) video is able to capture the full range of,lighting in a scene. This captured lighting can subsequently be used together with physically,based rendering to enable virtual objects to be placed in environments so that they not only,look realistic, but are indeed perceptually accurate. HDR video will be captured on mobile,devices using the existing on-device cameras. The structure and lighting in the scene will be,automatically extracted from this HDR video and used by a physically-based rendering system,to relight a chosen product with bespoke lighting. The resultant virtual images will be used to,augment a live view from the mobile device of the environment providing an authentic view,of the virtual products as they would appear in the area in which they are to be installed under,the user’s bespoke lighting conditions. The system will enhance customer confidence and,significantly reduce wasted time and effort in deciding on the right choice of tile for a,particular environment. The largest manufacturer and supplier of ceramic tiles in the UK,,Johnson Tiles (JT) have agreed to provide their in-depth market knowledge in the evaluation,of system as it is developed to help ensure that their customers will have high confidence that,their needs are satisfied through the augmented view before the actual (re)decoration is,finalised. Developed initially for the tiling market, the resultant system will be equally,applicable to other interior design products."," Domain: Interior Design Level 1: Augmented Reality in Decoration Level 2: Physically-Based Rendering for Virtual Placement of Products","Interior Design","Augmented Reality in Decoration","Physically-Based Rendering for Virtual Placement of Products","Interior Design Augmented Reality in Decoration Physically-Based Rendering for Virtual Placement of Products","Economy","Research and Development/E-commerce"
353,"\Cell or gene therapies show great potential in treating patients with conditions that cannot be cured with current treatments. These include arthritis"," Domain: Medicine Level 1: Biotechnology Level 2: Cell and Gene Therapies ","Medicine","Biotechnology","Cell and Gene Therapies ","Medicine Biotechnology Cell and Gene Therapies","Healthcare","Biotechnology/Medical Technology"
679,"Autoimmune diseases result from a dysfunction of the immune system; the body produces an immune response against its own tissues, and attacks its own organs, tissues, and cells. There,are >80 types of autoimmune disorders, including thyroid and coeliac disease. Nalia have,identified an opportunity to develop a rapid, cost-effective immunoassay which detects,multiple autoimmune biomarkers within 20 mins at the point of care."," Domain: Medicine Level 1: Autoimmune Diseases Level 2: Development of a Rapid Immunoassay for Multiple Biomarker Detection","Medicine","Autoimmune Diseases","Development of a Rapid Immunoassay for Multiple Biomarker Detection","Medicine Autoimmune Diseases Development of a Rapid Immunoassay for Multiple Biomarker Detection","Healthcare","Biotechnology"
625,NA," Domain: Education Level 1: Virtual Learning Level 2: Online Curriculum Design","Education","Virtual Learning","Online Curriculum Design","Education Virtual Learning Online Curriculum Design",NA,NA
339,"New Motion Labs (NML) is solving one of the biggest fundamental problems in mechanical engineering, making large mechanical power transfer over a large surface area possible and thereby making traditional gears, roller-chains and belt drives obsolete. NML's vision is to undertake fundamental innovation in the mechanical sector, enabling lightweight and efficient mechanised motion. Initially spun-out from University College London and steered by the Deep Science Ventures Accelerator programme (which provided both guidance on the value proposition and initial pre-seed investment that has been used to manufacture the Proof of Concept). ,**World Changing Drive Technology**,,NML's innovation is the biggest breakthrough in power transmission technology since the invention of the roller-chain first observed in drawings by Leonardo Da Vinci more than 500 years ago. With current chain technology, over 60% of the transmitted power is acting on only one tooth and chain link at any one time, leading to high mechanical wear and is the reason why expensive metals are required for both chains and sprockets.,,NML's chain dramatically reduces wear by sharing the transmitted force over all of the teeth on the sprocket at the same time, this leads to an ~86% reduction in peak stress compared to a conventional roller-chain, enabling a 10 times increase in sprocket lifespan and 3 times increase chain lifespan. Mechanical wear does not have to be a primary consideration anymore; meaning that different materials such as self-lubricating plastics and carbon fibre with additional benefits such as hygiene, cost and weight reductions can be used in chain and transmission design."," Domain: Mechanical Engineering Level 1: Innovative Power Transmission Technology Level 2: Reducing Wear and Increasing Lifespan of Chains and Sprockets","Mechanical Engineering","Innovative Power Transmission Technology","Reducing Wear and Increasing Lifespan of Chains and Sprockets","Mechanical Engineering Innovative Power Transmission Technology Reducing Wear and Increasing Lifespan of Chains and Sprockets","Mechanical/Engineering","Research and Development/Manufacturing"
367,"The Smarter Travel Solution (STS) is an ambitious integrated transport project to bring the entire management ,and completion of a journey, or all your journey needs, under one umbrella, supporting and engaging with the,,user from first thought through to arrival in a “one screen journey”. Using digital mobile/internet technology,,,STS supports the use and combination of bus, rail, walking, cycling, taxi and car club, bringing the modes,,together as a complete solution both in practical terms and, even more importantly, in the mind of the,,traveller. By encouraging the user to see these shared/active modes of transport as one portfolio solution, it,,can shift user perception so that sustainable, shared modes become the new default. STS provides,,unprecedented integration of journey planning, booking/payment, in-journey information and entertainment,,,and journey history to help the user manage their transport habits. STS is a digital mobile/internet solution,,which takes existing and planned Local Authority solutions (bus & rail accessed by smartcard/phone) and,,integrates them with private sector transport (taxi, car club) and active travel through all stages of a journey.","Domain: Transportation Level 1: Integrated Transport Level 2: Multi-Modal Transportation Solution","Transportation","Integrated Transport","Multi-Modal Transportation Solution","Transportation Integrated Transport Multi-Modal Transportation Solution","Transportation","Digital Technology"
23,"To develop a cross platform Evidence Exploration System that automatically ingests, stores and searches civil and criminal law evidence bundles for review and disclosure securely and accurately using artificial intelligence and character recognition."," Domain: Legal Technology Level 1: Evidence Management Level 2: Automated Ingestion and Search using AI and Character Recognition","Legal Technology","Evidence Management","Automated Ingestion and Search using AI and Character Recognition","Legal Technology Evidence Management Automated Ingestion and Search using AI and Character Recognition","Technology","Legal Services/Law Enforcement"
609,"Leavewell's vision for the project is to confirm the feasibility of pursuing a net zero human body disposal method as a commercial venture in the UK. Cremation is selected for 80% UK deaths creating the following negative environmental impact due to energy consumption and emissions ,Leavewell will develop and promote a natural, organic alternative method. The process generates its own energy therefore energy consumption is minimal, does not produce harmful emissions but does create super rich soil which can be used with the appropriate testing and regulatory approval.,,The feasibility study will cover the following key objectives;,,1. Evaluate the level of consumer demand,2. Assess Cost of Service,,This project has the potential to develop technology and processes that not only creates a net zero human body disposal methods but can positively impact waste management overall.","Domain: Waste management Level 1: Net Zero Human Body Disposal Level 2: Alternative methods Domain: Waste management Level 1: Net Zero Human Body Disposal Level 2: Feasibility Study and Impact Assessment","Waste management","Net Zero Human Body Disposal","Alternative methods Domain: Waste management Level 1: Net Zero Human Body Disposal Level 2: Feasibility Study and Impact Assessment","Waste management Net Zero Human Body Disposal Alternative methods Domain: Waste management Level 1: Net Zero Human Body Disposal Level 2: Feasibility Study and Impact Assessment","Waste Management","Environmental Science/Environmental Technology"
570,"This project is a proof of concept to study the efficacy of a new type of mask for community-based source control. If efficacy can be established, this form of Personal Protection Equipment (PPE) will be a new tool for enhancing social distancing and helping to get people back to work in a safe way. We will reframe the requirements analysis for source control PPE, validate emerging approaches, and assess various materials and design approaches. ,The goal is to assess a new type of mask (face gaiter) and compare it to existing masks for suitability as source control for non-medical purposes, to meet government guidelines and the physical requirements of extended work hours, job duties, and related social interaction. The face gaiter resembles existing sport face coverings but is engineered specifically for source control. It is also durable, machine washable and can be reused hundreds of times.,,One objective is to modernise the tools for source control; currently there is a reliance on masks designed for medical or hazardous materials environments, which may or may not be suitable for use by the general public over extended periods of time. Another objective is to help evolve reviews of source control options towards UK and international rating systems.,,The project addresses a long-standing need surfaced by the COVID-19 pandemic. Source control has been used to reduce the transmission rate of bacteria and viruses, such as when sick patients present to hospital. Surgical masks may be issued for source control to a symptomatic patient and to those accompanying the patient to account for asymptomatic and pre-symptomatic cases. A key deficiency in such masks is the quality of the seal where the mask meets the face: the masks are poor-fitting; do not accommodate facial hair; lay in close proximity to the mouth; and have low breathability. Taken together, expelled air can escape around the sides of the mask and reduce the effectiveness of this type of source control. All of these issues are addressed by the novel design of the face gaiter.,,When surgical masks are in short supply then a reusable alternative is advantageous. A source control tool suitable for extended use and re-use is timely due to the COVID-19 outbreak and it can support the Government's recovery from the pandemic by limiting the transmission of infection, e.g. in the delivery of essential services and more generally once restrictions on movement start to lift.,,The proof of concept for a novel source control mask conducted under the original project was successful.  The research team designed, tested, and manufactured a re-usable face covering that lets a wearer safely breathe whilst containing potential hazards and minimising leakage.  Under the extension, the research team will carry out tests focused on the protection provided to the wearer by this novel type of face mask.   These tests will evaluate the performance of the mask to protect the wearer from small aerosols within the environment. The test will be carried out on full masks fitted on a breathing mannequin to capture the total performance of the solution. Testing of FFP2 masks, surgical masks, traditional neck gaiters and new “half-face” cloth masks will provide useful comparisons and help reinforce the benefits of this novel design.  Tests for extended durability will be conducted to determine performance after many wash-and-tumble-dry cycles.  A summary of the project’s extensive knowledgebase will then be created to support efforts to standardise the design parameters for non-medical face coverings."," Domain: Public Health Level 1: Source Control for Non-Medical Purposes Level 2: Evaluation of Alternative Mask Designs","Public Health","Source Control for Non-Medical Purposes","Evaluation of Alternative Mask Designs","Public Health Source Control for Non-Medical Purposes Evaluation of Alternative Mask Designs","Research","Science/Technology"
268,"Creative Lifestyle CIC is a social enterprise which helps people tap into their creativity. We work with people who may be unemployed, may have left school with little or no qualifications and are currently living with the challenges of mental health. We have developed an intensive short program of training within which our beneficiaries can explore their creative options whether it be career driven or for practical home use."," Domain: Creative Development Level 1: Creative Training Program Level 2: Empowering Individuals with Mental Health Challenges through Creativity","Creative Development","Creative Training Program","Empowering Individuals with Mental Health Challenges through Creativity","Creative Development Creative Training Program Empowering Individuals with Mental Health Challenges through Creativity","Social Enterprise","Counseling/Community Development"
544,"SimplyVideo is a UK tech SME with a core project team of George Sims (Project Lead), Chris Dinsdale (Technical Lead) and Alex Deighton (Commercial Lead). Simply Video is solving a significant unmet need by helping people collaborate better in an age where COVID-19 has necessitated remote working. SimplyVideo will develop a unique Mixed Reality platform that will provide an immersive experience, whereby people will feel that they are sharing the same space even though a thousand miles separate them. SimplyVideo aims to eliminate socioeconomic barriers hindering communication and create efficiencies in knowledge transfer, productivity and education."," Domain: Technology Level 1: Virtual Collaboration Level 2: Mixed Reality Platform Development","Technology","Virtual Collaboration","Mixed Reality Platform Development","Technology Virtual Collaboration Mixed Reality Platform Development","Technology","Communication/Remote Work/Education"
166,"As a cyber security company developing a disruptive technology for the protection of high value and sensitive information it is imperative that GeoLang has the policies, processes, systems, tools and procedures in place to protect our internal IP, our development process and our client data.  Cyber Essentials and Cyber Essentials+ in addition to IASME accreditations – implementing procedures such as data assurance, protective controls, external gateway and vulnerability checks to counteract the likelihood of  external attack and insider threat - will be an additional 'badge of trust', assuring both our clients and investors that GeoLang, as the UK's Most Innovative Small Cyber Security Company 2015, can be trusted to develop best of breed Cyber Security solutions whilst adding significant protection to the company itself."," Domain: Cyber Security Level 1: Company Protection Level 2: Data Assurance and Protective Controls","Cyber Security","Company Protection","Data Assurance and Protective Controls","Cyber Security Company Protection Data Assurance and Protective Controls","Technology","Cyber Security"
